Saved checkpoint.
Global Step:   1410, accuracy:  40.3%, loss = 380702.16 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:  44500, accuracy:  98.0%, loss = 946.72 (99714.0 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  44510, accuracy:  96.7%, loss = 657.17 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  44520, accuracy:  98.0%, loss = 1221.39 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  44530, accuracy:  98.7%, loss = 655.83 (74375.9 examples/sec, 0.00 sec/batch)
Global Step:  44540, accuracy:  97.7%, loss = 511.65 (59844.5 examples/sec, 0.01 sec/batch)
Global Step:  44550, accuracy:  97.0%, loss = 639.40 (100262.2 examples/sec, 0.00 sec/batch)
Global Step:  44560, accuracy:  96.0%, loss = 2631.26 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  44570, accuracy:  97.0%, loss = 1541.03 (119643.5 examples/sec, 0.00 sec/batch)
Global Step:  44580, accuracy:  97.7%, loss = 963.82 (99532.6 examples/sec, 0.00 sec/batch)
Global Step:  44590, accuracy:  97.7%, loss = 533.94 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  44600, accuracy:  96.7%, loss = 652.40 (99714.0 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  44610, accuracy:  96.3%, loss = 1169.84 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:  44620, accuracy:  97.7%, loss = 1196.00 (73131.0 examples/sec, 0.00 sec/batch)
Global Step:  44630, accuracy:  97.3%, loss = 958.03 (99156.1 examples/sec, 0.00 sec/batch)
Global Step:  44640, accuracy:  98.3%, loss = 474.15 (73199.0 examples/sec, 0.00 sec/batch)
Global Step:  44650, accuracy:  96.3%, loss = 1916.65 (119951.5 examples/sec, 0.00 sec/batch)
Global Step:  44660, accuracy:  98.0%, loss = 446.03 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  44670, accuracy:  97.0%, loss = 775.48 (59629.0 examples/sec, 0.01 sec/batch)
Global Step:  44680, accuracy:  97.3%, loss = 560.80 (119643.5 examples/sec, 0.00 sec/batch)
Global Step:  44690, accuracy:  96.7%, loss = 893.34 (99856.5 examples/sec, 0.00 sec/batch)
Global Step:  44700, accuracy:  97.0%, loss = 569.70 (99753.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  44710, accuracy:  97.0%, loss = 847.41 (59841.7 examples/sec, 0.01 sec/batch)
Global Step:  44720, accuracy:  98.3%, loss = 262.39 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  44730, accuracy:  98.7%, loss = 270.75 (74292.4 examples/sec, 0.00 sec/batch)
Global Step:  44740, accuracy:  97.7%, loss = 769.62 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  44750, accuracy:  98.0%, loss = 307.64 (149529.6 examples/sec, 0.00 sec/batch)
Global Step:  44760, accuracy:  96.7%, loss = 1244.27 (85487.5 examples/sec, 0.00 sec/batch)
Global Step:  44770, accuracy:  99.0%, loss = 272.72 (100494.5 examples/sec, 0.00 sec/batch)
Global Step:  44780, accuracy:  98.3%, loss = 179.49 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  44790, accuracy:  98.0%, loss = 125.72 (118729.1 examples/sec, 0.00 sec/batch)
Global Step:  44800, accuracy:  97.7%, loss = 483.51 (149618.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  44810, accuracy:  98.3%, loss = 791.51 (59716.7 examples/sec, 0.01 sec/batch)
Global Step:  44820, accuracy:  96.7%, loss = 787.47 (124818.1 examples/sec, 0.00 sec/batch)
Global Step:  44830, accuracy:  99.3%, loss = 145.13 (74787.0 examples/sec, 0.00 sec/batch)
Global Step:  44840, accuracy:  97.7%, loss = 446.83 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  44850, accuracy:  98.3%, loss = 623.57 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  44860, accuracy:  98.0%, loss = 549.63 (60136.3 examples/sec, 0.00 sec/batch)
Global Step:  44870, accuracy:  94.7%, loss = 2132.70 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  44880, accuracy:  95.7%, loss = 1426.13 (99627.2 examples/sec, 0.00 sec/batch)
Global Step:  44890, accuracy:  99.3%, loss = 338.19 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  44900, accuracy:  98.0%, loss = 685.67 (118594.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  44910, accuracy:  97.0%, loss = 1061.83 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:  44920, accuracy:  98.7%, loss = 505.62 (80100.0 examples/sec, 0.00 sec/batch)
Global Step:  44930, accuracy:  97.3%, loss = 478.72 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  44940, accuracy:  97.0%, loss = 1034.46 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  44950, accuracy:  96.3%, loss = 1322.07 (119473.1 examples/sec, 0.00 sec/batch)
Global Step:  44960, accuracy:  98.7%, loss = 84.04 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  44970, accuracy:  97.7%, loss = 640.41 (59858.8 examples/sec, 0.01 sec/batch)
Global Step:  44980, accuracy:  97.7%, loss = 389.93 (74800.3 examples/sec, 0.00 sec/batch)
Global Step:  44990, accuracy:  97.3%, loss = 1477.18 (148330.9 examples/sec, 0.00 sec/batch)
Global Step:  45000, accuracy:  97.7%, loss = 959.56 (99777.3 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  45010, accuracy:  97.7%, loss = 920.44 (148313.4 examples/sec, 0.00 sec/batch)
Global Step:  45020, accuracy:  97.3%, loss = 765.89 (99975.5 examples/sec, 0.00 sec/batch)
Global Step:  45030, accuracy:  99.7%, loss = 118.01 (102826.8 examples/sec, 0.00 sec/batch)
Global Step:  45040, accuracy:  98.3%, loss = 257.55 (100695.5 examples/sec, 0.00 sec/batch)
Global Step:  45050, accuracy:  98.3%, loss = 477.24 (99848.5 examples/sec, 0.00 sec/batch)
Global Step:  45060, accuracy:  97.7%, loss = 685.39 (149529.6 examples/sec, 0.00 sec/batch)
Global Step:  45070, accuracy:  98.3%, loss = 988.39 (75112.9 examples/sec, 0.00 sec/batch)
Global Step:  45080, accuracy:  96.3%, loss = 1297.04 (149547.3 examples/sec, 0.00 sec/batch)
Global Step:  45090, accuracy:  98.0%, loss = 852.67 (100590.9 examples/sec, 0.00 sec/batch)
Global Step:  45100, accuracy:  98.3%, loss = 420.21 (99753.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  45110, accuracy:  98.0%, loss = 1266.00 (74818.1 examples/sec, 0.00 sec/batch)
Global Step:  45120, accuracy:  98.0%, loss = 548.58 (98976.7 examples/sec, 0.00 sec/batch)
Global Step:  45130, accuracy:  96.0%, loss = 601.64 (99643.0 examples/sec, 0.00 sec/batch)
Global Step:  45140, accuracy:  97.7%, loss = 579.38 (59875.9 examples/sec, 0.01 sec/batch)
Global Step:  45150, accuracy:  96.7%, loss = 1036.97 (99690.3 examples/sec, 0.00 sec/batch)
Global Step:  45160, accuracy:  98.7%, loss = 255.06 (149547.3 examples/sec, 0.00 sec/batch)
Global Step:  45170, accuracy:  97.3%, loss = 704.36 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  45180, accuracy:  98.0%, loss = 773.55 (49866.9 examples/sec, 0.01 sec/batch)
Global Step:  45190, accuracy:  97.0%, loss = 1111.37 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  45200, accuracy:  96.3%, loss = 1051.23 (99753.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  45210, accuracy:  97.7%, loss = 673.20 (100534.6 examples/sec, 0.00 sec/batch)
Global Step:  45220, accuracy:  94.7%, loss = 1806.74 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  45230, accuracy:  97.3%, loss = 1137.44 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  45240, accuracy:  97.3%, loss = 1879.16 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  45250, accuracy:  98.0%, loss = 608.26 (75130.8 examples/sec, 0.00 sec/batch)
Global Step:  45260, accuracy:  97.7%, loss = 740.08 (149689.7 examples/sec, 0.00 sec/batch)
Global Step:  45270, accuracy:  98.0%, loss = 601.49 (100294.2 examples/sec, 0.00 sec/batch)
Global Step:  45280, accuracy:  97.7%, loss = 637.65 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  45290, accuracy:  97.3%, loss = 651.36 (59836.0 examples/sec, 0.01 sec/batch)
Global Step:  45300, accuracy:  96.7%, loss = 809.66 (99729.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  45310, accuracy:  97.3%, loss = 810.62 (83308.5 examples/sec, 0.00 sec/batch)
Global Step:  45320, accuracy:  97.3%, loss = 454.25 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  45330, accuracy:  97.7%, loss = 641.01 (76034.3 examples/sec, 0.00 sec/batch)
Global Step:  45340, accuracy:  98.0%, loss = 743.73 (75023.3 examples/sec, 0.00 sec/batch)
Global Step:  45350, accuracy:  98.3%, loss = 366.25 (100502.5 examples/sec, 0.00 sec/batch)
Global Step:  45360, accuracy:  97.0%, loss = 810.05 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  45370, accuracy:  98.3%, loss = 356.40 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:  45380, accuracy:  98.3%, loss = 342.63 (74800.3 examples/sec, 0.00 sec/batch)
Global Step:  45390, accuracy:  97.3%, loss = 405.10 (85481.7 examples/sec, 0.00 sec/batch)
Global Step:  45400, accuracy:  97.0%, loss = 1105.14 (99729.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  45410, accuracy:  98.3%, loss = 607.74 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  45420, accuracy:  96.7%, loss = 1563.29 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  45430, accuracy:  97.0%, loss = 950.72 (102450.0 examples/sec, 0.00 sec/batch)
Global Step:  45440, accuracy:  97.0%, loss = 1521.90 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  45450, accuracy:  97.3%, loss = 739.85 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  45460, accuracy:  97.7%, loss = 1090.40 (149529.6 examples/sec, 0.00 sec/batch)
Global Step:  45470, accuracy:  95.0%, loss = 1736.62 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  45480, accuracy:  95.7%, loss = 855.77 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  45490, accuracy:  97.3%, loss = 739.82 (74614.0 examples/sec, 0.00 sec/batch)
Global Step:  45500, accuracy:  99.0%, loss = 438.40 (100286.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  45510, accuracy:  96.3%, loss = 868.45 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  45520, accuracy:  97.7%, loss = 739.98 (100639.1 examples/sec, 0.00 sec/batch)
Global Step:  45530, accuracy:  98.3%, loss = 393.04 (102910.9 examples/sec, 0.00 sec/batch)
Global Step:  45540, accuracy:  95.7%, loss = 689.19 (49857.0 examples/sec, 0.01 sec/batch)
Global Step:  45550, accuracy:  97.7%, loss = 831.80 (100558.7 examples/sec, 0.00 sec/batch)
Global Step:  45560, accuracy:  97.3%, loss = 1174.49 (100326.2 examples/sec, 0.00 sec/batch)
Global Step:  45570, accuracy:  99.0%, loss = 237.87 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  45580, accuracy:  98.3%, loss = 570.85 (99896.1 examples/sec, 0.00 sec/batch)
Global Step:  45590, accuracy:  97.3%, loss = 1466.07 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  45600, accuracy:  97.3%, loss = 1171.94 (99729.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  45610, accuracy:  97.3%, loss = 1068.94 (99721.9 examples/sec, 0.00 sec/batch)
Global Step:  45620, accuracy:  98.0%, loss = 587.96 (85481.7 examples/sec, 0.00 sec/batch)
Global Step:  45630, accuracy:  98.3%, loss = 347.68 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  45640, accuracy:  99.3%, loss = 147.62 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  45650, accuracy:  97.3%, loss = 783.18 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  45660, accuracy:  96.7%, loss = 1436.57 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  45670, accuracy:  97.3%, loss = 1029.65 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  45680, accuracy:  96.7%, loss = 1236.03 (59841.7 examples/sec, 0.01 sec/batch)
Global Step:  45690, accuracy:  97.0%, loss = 1023.93 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  45700, accuracy:  98.3%, loss = 968.04 (74804.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  45710, accuracy:  96.3%, loss = 925.08 (99991.4 examples/sec, 0.00 sec/batch)
Global Step:  45720, accuracy:  96.3%, loss = 887.64 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  45730, accuracy:  98.3%, loss = 520.48 (102978.2 examples/sec, 0.00 sec/batch)
Global Step:  45740, accuracy:  97.3%, loss = 751.33 (74353.9 examples/sec, 0.00 sec/batch)
Global Step:  45750, accuracy:  97.3%, loss = 1137.96 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  45760, accuracy:  97.0%, loss = 1331.40 (74800.3 examples/sec, 0.00 sec/batch)
Global Step:  45770, accuracy:  98.0%, loss = 850.79 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  45780, accuracy:  97.0%, loss = 965.02 (149547.3 examples/sec, 0.00 sec/batch)
Global Step:  45790, accuracy:  97.3%, loss = 638.43 (149636.2 examples/sec, 0.00 sec/batch)
Global Step:  45800, accuracy:  97.3%, loss = 193.81 (148296.0 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  45810, accuracy:  97.3%, loss = 964.18 (82804.1 examples/sec, 0.00 sec/batch)
Global Step:  45820, accuracy:  99.0%, loss = 225.63 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  45830, accuracy:  98.3%, loss = 1106.95 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  45840, accuracy:  97.0%, loss = 1516.09 (149689.7 examples/sec, 0.00 sec/batch)
Global Step:  45850, accuracy:  97.3%, loss = 402.26 (85446.9 examples/sec, 0.00 sec/batch)
Global Step:  45860, accuracy:  97.7%, loss = 1002.14 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  45870, accuracy:  98.3%, loss = 407.83 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  45880, accuracy:  97.3%, loss = 385.67 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:  45890, accuracy:  97.7%, loss = 428.89 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:  45900, accuracy:  98.0%, loss = 1243.33 (99745.6 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  45910, accuracy:  98.7%, loss = 650.80 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  45920, accuracy:  99.0%, loss = 76.46 (149618.5 examples/sec, 0.00 sec/batch)
Global Step:  45930, accuracy:  95.7%, loss = 956.69 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  45940, accuracy:  99.0%, loss = 503.63 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  45950, accuracy:  97.7%, loss = 995.44 (100366.2 examples/sec, 0.00 sec/batch)
Global Step:  45960, accuracy:  98.7%, loss = 420.72 (100286.2 examples/sec, 0.00 sec/batch)
Global Step:  45970, accuracy:  98.3%, loss = 555.02 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  45980, accuracy:  97.0%, loss = 1594.52 (149689.7 examples/sec, 0.00 sec/batch)
Global Step:  45990, accuracy:  98.7%, loss = 224.55 (150567.3 examples/sec, 0.00 sec/batch)
Global Step:  46000, accuracy:  98.0%, loss = 921.55 (149618.5 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  46010, accuracy:  97.3%, loss = 681.20 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  46020, accuracy:  99.0%, loss = 350.67 (98953.4 examples/sec, 0.00 sec/batch)
Global Step:  46030, accuracy:  95.3%, loss = 1005.55 (65186.3 examples/sec, 0.00 sec/batch)
Global Step:  46040, accuracy:  97.3%, loss = 1350.99 (149529.6 examples/sec, 0.00 sec/batch)
Global Step:  46050, accuracy:  97.3%, loss = 824.04 (149529.6 examples/sec, 0.00 sec/batch)
Global Step:  46060, accuracy:  97.0%, loss = 2148.50 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  46070, accuracy:  99.3%, loss = 372.78 (59827.5 examples/sec, 0.01 sec/batch)
Global Step:  46080, accuracy:  97.3%, loss = 768.61 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  46090, accuracy:  99.0%, loss = 698.68 (84505.8 examples/sec, 0.00 sec/batch)
Global Step:  46100, accuracy:  98.3%, loss = 877.80 (99721.9 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  46110, accuracy:  98.0%, loss = 739.11 (59827.5 examples/sec, 0.01 sec/batch)
Global Step:  46120, accuracy:  98.0%, loss = 771.13 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  46130, accuracy:  97.7%, loss = 625.96 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  46140, accuracy:  96.0%, loss = 656.31 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:  46150, accuracy:  98.3%, loss = 431.95 (95782.2 examples/sec, 0.00 sec/batch)
Global Step:  46160, accuracy:  97.7%, loss = 907.66 (101336.2 examples/sec, 0.00 sec/batch)
Global Step:  46170, accuracy:  98.0%, loss = 750.77 (100294.2 examples/sec, 0.00 sec/batch)
Global Step:  46180, accuracy:  97.0%, loss = 1332.00 (49640.7 examples/sec, 0.01 sec/batch)
Global Step:  46190, accuracy:  96.7%, loss = 473.68 (99101.5 examples/sec, 0.00 sec/batch)
Global Step:  46200, accuracy:  97.0%, loss = 771.10 (99737.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  46210, accuracy:  99.0%, loss = 218.22 (99446.1 examples/sec, 0.00 sec/batch)
Global Step:  46220, accuracy:  98.7%, loss = 343.01 (59838.8 examples/sec, 0.01 sec/batch)
Global Step:  46230, accuracy:  98.7%, loss = 321.17 (58741.0 examples/sec, 0.01 sec/batch)
Global Step:  46240, accuracy:  98.3%, loss = 618.22 (99832.7 examples/sec, 0.00 sec/batch)
Global Step:  46250, accuracy:  97.7%, loss = 607.89 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:  46260, accuracy:  98.0%, loss = 352.35 (59838.8 examples/sec, 0.01 sec/batch)
Global Step:  46270, accuracy:  97.0%, loss = 1250.72 (74755.9 examples/sec, 0.00 sec/batch)
Global Step:  46280, accuracy:  96.0%, loss = 2089.43 (74795.9 examples/sec, 0.00 sec/batch)
Global Step:  46290, accuracy:  97.3%, loss = 998.39 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  46300, accuracy:  98.0%, loss = 1190.43 (75247.6 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  46310, accuracy:  98.0%, loss = 375.75 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  46320, accuracy:  96.7%, loss = 1293.09 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  46330, accuracy:  97.7%, loss = 1205.14 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  46340, accuracy:  97.3%, loss = 821.59 (150387.4 examples/sec, 0.00 sec/batch)
Global Step:  46350, accuracy:  97.7%, loss = 746.32 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  46360, accuracy:  97.7%, loss = 864.03 (119734.6 examples/sec, 0.00 sec/batch)
Global Step:  46370, accuracy:  99.3%, loss = 119.95 (99745.6 examples/sec, 0.00 sec/batch)
Global Step:  46380, accuracy:  97.3%, loss = 392.53 (74349.5 examples/sec, 0.00 sec/batch)
Global Step:  46390, accuracy:  97.3%, loss = 698.99 (119700.5 examples/sec, 0.00 sec/batch)
Global Step:  46400, accuracy:  97.3%, loss = 406.60 (59504.9 examples/sec, 0.01 sec/batch)
Saved checkpoint.
Global Step:  46410, accuracy:  97.0%, loss = 1077.98 (85429.5 examples/sec, 0.00 sec/batch)
Global Step:  46420, accuracy:  97.3%, loss = 912.16 (102852.0 examples/sec, 0.00 sec/batch)
Global Step:  46430, accuracy:  97.0%, loss = 1046.45 (99093.7 examples/sec, 0.00 sec/batch)
Global Step:  46440, accuracy:  98.3%, loss = 483.16 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  46450, accuracy:  98.3%, loss = 687.89 (99753.5 examples/sec, 0.00 sec/batch)
Global Step:  46460, accuracy:  96.3%, loss = 997.75 (74800.3 examples/sec, 0.00 sec/batch)
Global Step:  46470, accuracy:  98.0%, loss = 639.99 (119677.7 examples/sec, 0.00 sec/batch)
Global Step:  46480, accuracy:  99.0%, loss = 923.99 (149547.3 examples/sec, 0.00 sec/batch)
Global Step:  46490, accuracy:  98.7%, loss = 554.46 (59833.2 examples/sec, 0.01 sec/batch)
Global Step:  46500, accuracy:  97.0%, loss = 648.81 (74742.6 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  46510, accuracy:  96.3%, loss = 1244.11 (74795.9 examples/sec, 0.00 sec/batch)
Global Step:  46520, accuracy:  98.3%, loss = 55.45 (100615.0 examples/sec, 0.00 sec/batch)
Global Step:  46530, accuracy:  97.3%, loss = 680.75 (66090.2 examples/sec, 0.00 sec/batch)
Global Step:  46540, accuracy:  97.3%, loss = 414.88 (149671.8 examples/sec, 0.00 sec/batch)
Global Step:  46550, accuracy:  99.0%, loss = 561.55 (149547.3 examples/sec, 0.00 sec/batch)
Global Step:  46560, accuracy:  97.7%, loss = 233.19 (42740.9 examples/sec, 0.01 sec/batch)
Global Step:  46570, accuracy:  98.7%, loss = 206.85 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  46580, accuracy:  98.7%, loss = 195.05 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  46590, accuracy:  97.7%, loss = 595.61 (99643.0 examples/sec, 0.00 sec/batch)
Global Step:  46600, accuracy:  96.3%, loss = 967.44 (99729.8 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  46610, accuracy:  98.7%, loss = 506.54 (149565.1 examples/sec, 0.00 sec/batch)
Global Step:  46620, accuracy:  97.7%, loss = 759.99 (74791.4 examples/sec, 0.00 sec/batch)
Global Step:  46630, accuracy:  97.7%, loss = 282.95 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  46640, accuracy:  97.7%, loss = 974.34 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  46650, accuracy:  97.3%, loss = 927.62 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  46660, accuracy:  98.3%, loss = 266.49 (74331.9 examples/sec, 0.00 sec/batch)
Global Step:  46670, accuracy:  97.3%, loss = 673.03 (148086.5 examples/sec, 0.00 sec/batch)
Global Step:  46680, accuracy:  97.0%, loss = 958.59 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  46690, accuracy:  98.0%, loss = 1097.37 (75121.9 examples/sec, 0.00 sec/batch)
Global Step:  46700, accuracy:  97.7%, loss = 640.77 (100366.2 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  46710, accuracy:  99.0%, loss = 479.98 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  46720, accuracy:  98.0%, loss = 436.95 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  46730, accuracy:  98.3%, loss = 186.55 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  46740, accuracy:  97.7%, loss = 515.12 (74292.4 examples/sec, 0.00 sec/batch)
Global Step:  46750, accuracy:  97.3%, loss = 662.29 (75306.2 examples/sec, 0.00 sec/batch)
Global Step:  46760, accuracy:  98.3%, loss = 528.79 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  46770, accuracy:  97.3%, loss = 867.35 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  46780, accuracy:  97.3%, loss = 442.38 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  46790, accuracy:  97.7%, loss = 756.99 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  46800, accuracy:  99.0%, loss = 193.03 (149600.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  46810, accuracy:  98.3%, loss = 468.54 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  46820, accuracy:  98.0%, loss = 704.73 (149582.9 examples/sec, 0.00 sec/batch)
Global Step:  46830, accuracy:  97.7%, loss = 754.92 (74804.8 examples/sec, 0.00 sec/batch)
Global Step:  46840, accuracy:  98.7%, loss = 358.98 (98790.2 examples/sec, 0.00 sec/batch)
Global Step:  46850, accuracy:  98.7%, loss = 711.12 (99785.2 examples/sec, 0.00 sec/batch)
Global Step:  46860, accuracy:  98.7%, loss = 576.25 (100526.6 examples/sec, 0.00 sec/batch)
Global Step:  46870, accuracy:  98.0%, loss = 877.98 (119632.2 examples/sec, 0.00 sec/batch)
Global Step:  46880, accuracy:  97.7%, loss = 737.51 (102659.0 examples/sec, 0.00 sec/batch)
Global Step:  46890, accuracy:  96.7%, loss = 1162.47 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  46900, accuracy:  96.7%, loss = 994.57 (100062.9 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  46910, accuracy:  97.7%, loss = 652.69 (149600.7 examples/sec, 0.00 sec/batch)
Global Step:  46920, accuracy:  97.3%, loss = 828.50 (99062.4 examples/sec, 0.00 sec/batch)
Global Step:  46930, accuracy:  98.7%, loss = 611.25 (99706.1 examples/sec, 0.00 sec/batch)
Global Step:  46940, accuracy:  98.0%, loss = 633.55 (99737.7 examples/sec, 0.00 sec/batch)
Global Step:  46950, accuracy:  97.3%, loss = 1256.90 (99761.5 examples/sec, 0.00 sec/batch)
Global Step:  46960, accuracy:  97.3%, loss = 237.01 (99832.7 examples/sec, 0.00 sec/batch)
Global Step:  46970, accuracy:  97.7%, loss = 1003.07 (100302.2 examples/sec, 0.00 sec/batch)
Global Step:  46980, accuracy:  98.7%, loss = 410.55 (99714.0 examples/sec, 0.00 sec/batch)
Global Step:  46990, accuracy:  96.3%, loss = 908.13 (149122.0 examples/sec, 0.00 sec/batch)
Global Step:  47000, accuracy:  96.3%, loss = 1009.24 (149582.9 examples/sec, 0.00 sec/batch)
Saved checkpoint.
Global Step:  47010, accuracy:  97.0%, loss = 880.20 (49859.0 examples/sec, 0.01 sec/batch)
Global Step:  47020, accuracy:  96.7%, loss = 1345.86 (99729.8 examples/sec, 0.00 sec/batch)
Global Step:  47030, accuracy:  95.7%, loss = 1680.83 (99650.8 examples/sec, 0.00 sec/batch)
Global Step:  47040, accuracy:  97.3%, loss = 1469.31 (149476.3 examples/sec, 0.00 sec/batch)
Global Step:  47050, accuracy:  98.3%, loss = 653.26 (99769.4 examples/sec, 0.00 sec/batch)
Global Step:  47060, accuracy:  95.7%, loss = 1354.29 (99643.0 examples/sec, 0.00 sec/batch)
Global Step:  47070, accuracy:  96.7%, loss = 617.35 (99698.2 examples/sec, 0.00 sec/batch)
Global Step:  47080, accuracy:  97.0%, loss = 1274.95 (74813.7 examples/sec, 0.00 sec/batch)
Global Step:  47090, accuracy:  98.0%, loss = 629.64 (119643.5 examples/sec, 0.00 sec/batch)
Global Step:  47100, accuracy:  96.7%, loss = 1084.72 (99737.7 examples/sec, 0.00 sec/batch)
Saved checkpoint.
